step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1],target[2],actual[2],error[2],P[2],I[2],D[2],integral[2],output[2]
948,1.898,-251.578,-184.563,-67.0151,-33.5076,-0,47.0295,-27.7618,10,101.772,13.6552,88.1173,44.0587,-0,44.0034,-8.88919,10,149.805,139.804,10.0007,5.00037,0,-49.5615,36.0665,-10
949,1.9,-251.545,-165.85,-85.6956,-42.8478,-0,-46.7013,-27.9145,-10,102.863,32.3787,70.4847,35.2423,-0,-44.0815,-8.73059,-8.83918,148.682,121.075,27.6064,13.8032,0,44.0141,36.1041,10
950,1.902,-251.48,-184.593,-66.8872,-33.4436,-0,47.0211,-28.0671,10,103.989,15.9164,88.0722,44.0361,-0,43.9687,-8.57203,10,147.492,139.728,7.76367,3.88184,0,-49.6068,36.1395,-10
951,1.904,-251.456,-165.887,-85.5698,-42.7849,-0,-46.7066,-28.2196,-10,105.104,34.6493,70.4543,35.2272,-0,-44.0445,-8.41351,-8.81735,146.353,120.995,25.3574,12.6787,0,43.9843,36.1726,10
952,1.906,-251.401,-184.635,-66.7655,-33.3828,-0,47.0108,-28.3719,10,106.256,18.2283,88.0273,44.0136,-0,43.9323,-8.25503,10,145.145,139.649,5.49573,2.74787,0,-49.6541,36.2035,-10
953,1.908,-251.387,-165.937,-85.4497,-42.7249,-0,-46.7106,-28.5241,-10,107.397,36.9724,70.4248,35.2124,-0,-44.0061,-8.09657,-8.79375,143.99,120.913,23.0766,11.5383,0,43.9522,36.2321,10
954,1.91,-251.343,-184.692,-66.6511,-33.3256,-0,46.9966,-28.6762,10,108.579,20.5963,87.9824,43.9912,-0,43.894,-7.93817,10,142.764,139.569,3.19507,1.59753,0,-49.7038,36.2583,-10
955,1.912,-251.343,-166.006,-85.3367,-42.6683,-0,-46.7139,-28.8282,-10,109.75,39.3533,70.3966,35.1983,-0,-43.9646,-7.77979,-8.76628,141.593,120.831,20.7618,10.3809,0,43.9168,36.2823,10
956,1.914,-251.314,-184.767,-66.5464,-33.2732,-0,46.9756,-28.9801,10,110.964,23.0291,87.9352,43.9676,-0,43.8466,-7.62146,10,140.35,139.49,0.859308,0.429654,0,-49.7562,36.3039,-10
957,1.916,-251.33,-166.097,-85.2332,-42.6166,-0,-46.7169,-29.1319,-10,112.168,41.8004,70.3678,35.1839,-0,-43.9184,-7.46315,-8.73449,139.162,120.752,18.4102,9.20512,0,43.8774,36.3232,10
958,1.918,-251.321,-184.867,-66.4545,-33.2273,-0,46.9466,-29.2836,10,113.419,25.5365,87.8829,43.9414,-0,43.7876,-7.3049,10,137.902,139.416,-1.51382,-0.75691,0,-49.8102,36.3401,-10
959,1.92,-251.359,-166.217,-85.1422,-42.5711,-0,-46.7193,-29.4352,-10,114.66,44.3234,70.3361,35.1681,-0,-43.8669,-7.14668,-8.6988,136.7,120.68,16.0193,8.00963,0,43.8327,36.3546,10
960,1.922,-251.376,-184.997,-66.3794,-33.1897,-0,46.907,-29.5867,10,115.952,28.1276,87.824,43.912,-0,43.7196,-6.98852,10,135.425,139.351,-3.92652,-1.96326,0,-49.8645,36.3667,-10
961,1.924,-251.442,-166.374,-85.0686,-42.5343,-0,-46.7229,-29.7381,-10,117.232,46.9307,70.3014,35.1507,-0,-43.8065,-6.8304,-8.65577,134.21,120.624,13.586,6.793,0,43.7813,36.3763,10
962,1.926,-251.493,-185.166,-66.3276,-33.1638,-0,46.8525,-29.8895,10,118.569,30.8166,87.7525,43.8763,-0,43.6279,-6.67234,10,132.924,139.305,-6.38093,-3.19046,0,-49.9173,36.3835,-10
963,1.928,-251.596,-166.575,-85.0203,-42.5101,-0,-46.7318,-30.0409,-10,119.894,49.6344,70.2597,35.1298,-0,-43.7321,-6.51433,-8.60228,131.701,120.594,11.1079,5.55396,0,43.7221,36.3883,10
964,1.93,-251.691,-185.381,-66.3094,-33.1547,-0,46.7773,-30.1922,10,121.28,33.6207,87.6593,43.8296,-0,43.499,-6.35641,10,130.411,139.289,-8.8783,-4.43915,0,-49.9655,36.3905,-10
965,1.932,-251.84,-166.829,-85.0108,-42.5054,-0,-46.7536,-30.3435,-10,122.653,52.4483,70.2043,35.1021,-0,-43.6374,-6.19855,-8.5353,129.188,120.603,8.5841,4.29205,0,43.656,36.3902,10
966,1.934,-251.992,-185.651,-66.3412,-33.1706,-0,46.6739,-30.4949,10,124.089,36.5578,87.5316,43.7658,-0,43.3184,-6.04081,10,127.902,139.32,-11.4172,-5.70859,0,-50.0032,36.3874,-10
967,1.936,-252.201,-167.139,-85.0612,-42.5306,-0,-46.8,-30.6463,-10,125.512,55.3864,70.1251,35.0626,-0,-43.5163,-5.88316,-8.45369,126.689,120.671,6.01822,3.00911,0,43.5885,36.382,10
968,1.938,-252.422,-185.974,-66.4474,-33.2237,-0,46.5347,-30.7978,10,126.998,39.6419,87.3565,43.6782,-0,43.0783,-5.72567,10,125.423,139.414,-13.9902,-6.9951,0,-50.0211,36.374,-10
969,1.94,-252.702,-167.501,-85.2019,-42.6009,-0,-46.8863,-30.9494,-10,128.468,58.4582,70.0099,35.005,-0,-43.3664,-5.56831,-8.36142,124.234,120.812,3.42264,1.71132,0,43.5321,36.3634,10
970,1.942,-253.005,-186.345,-66.6605,-33.3302,-0,46.3536,-31.1013,10,130,42.8738,87.126,43.563,-0,42.7902,-5.41117,10,123.005,139.585,-16.5799,-8.28997,0,-50.0064,36.3503,-10
971,1.944,-253.369,-167.899,-85.4709,-42.7355,-0,-47.0261,-31.2534,-10,131.511,61.6627,69.8483,34.9242,-0,-43.1941,-5.2542,-8.2699,121.858,121.036,0.82255,0.411275,0,43.5062,36.3345,10
972,1.946,-253.763,-186.744,-67.0189,-33.5094,-0,46.1301,-31.4059,10,133.077,46.2309,86.8464,43.4232,-0,42.4952,-5.0975,10,120.686,139.841,-19.1557,-9.57786,0,-49.9457,36.3162,-10
973,1.948,-254.218,-168.31,-85.9086,-42.9543,-0,-47.2242,-31.5588,-10,134.619,64.9791,69.64,34.82,-0,-43.0161,-4.94102,-8.19608,119.599,121.342,-1.74281,-0.871406,0,43.5323,36.2953,10
974,1.95,-254.707,-187.147,-67.5597,-33.7798,-0,45.8723,-31.7123,10,136.206,49.6627,86.5429,43.2715,-0,42.2572,-4.78483,10,118.501,140.175,-21.6744,-10.8372,0,-49.8291,36.2719,-10
975,1.952,-255.256,-168.708,-86.5487,-43.2743,-0,-47.4726,-31.8664,-10,137.763,68.3628,69.4006,34.7003,-0,-42.8557,-4.62889,-8.15541,117.493,121.717,-4.22433,-2.11217,0,43.6253,36.246,10
976,1.954,-255.837,-187.527,-68.3103,-34.1551,-0,45.596,-32.0213,10,139.353,53.0991,86.2543,43.1272,-0,42.1343,-4.47324,10,116.484,140.57,-24.0865,-12.0433,0,-49.6555,36.2176,-10
977,1.956,-256.478,-169.067,-87.4108,-43.7054,-0,-47.7514,-32.177,-10,140.911,71.7506,69.1604,34.5802,-0,-42.7348,-4.31782,-8.15461,115.567,122.138,-6.57146,-3.28573,0,43.7876,36.187,10
978,1.958,-257.145,-187.863,-69.2826,-34.6413,-0,45.3205,-32.3337,10,142.488,56.4682,86.0201,43.0101,-0,42.1493,-4.16264,10,114.657,141.002,-26.3447,-13.1724,0,-49.4331,36.1541,-10
979,1.96,-257.869,-169.372,-88.4972,-44.2486,-0,-48.0365,-32.4915,-10,144.03,75.0765,68.9535,34.4767,-0,-42.6666,-4.00767,-8.18984,113.839,122.581,-8.74126,-4.37063,0,44.0087,36.119,10
980,1.962,-258.613,-188.141,-70.4719,-35.236,-0,45.0633,-32.6504,9.8273,145.581,59.7135,85.867,42.9335,-0,42.2838,-3.85285,10,113.032,141.444,-28.4122,-14.2061,0,-49.1773,36.0818,-10
981,1.964,-259.41,-169.937,-89.4723,-44.7362,-0,-47.501,-32.8104,-10,147.093,78.2882,68.8052,34.4026,-0,-42.6546,-3.69817,-8.25203,112.316,123.021,-10.7043,-5.35214,0,44.2697,36.0427,10
982,1.966,-260.217,-188.679,-71.5381,-35.7691,-0,44.8355,-32.9714,9.06643,148.607,62.8006,85.806,42.903,-0,42.502,-3.54356,10,111.611,141.877,-30.2662,-15.1331,0,-48.9049,36.0017,-10
983,1.968,-261.076,-171.861,-89.2151,-44.6076,-0,-44.1925,-33.1321,-10,150.081,81.3532,68.7279,34.3639,-0,-42.6953,-3.38903,-8.33132,110.995,123.441,-12.4463,-6.22314,0,44.5499,35.959,10
984,1.97,-261.938,-127.186,-134.751,-67.3757,-0,-113.841,-33.3561,-10,151.551,64.5091,87.0419,43.5209,-0,45.785,-3.23326,10,110.387,142.567,-32.1801,-16.0901,0,-49.3345,35.9144,-10
985,1.972,-262.792,-94.6771,-168.115,-84.0573,-0,-83.4081,-33.659,-10,152.717,82.164,70.5526,35.2763,-0,-41.2232,-3.07566,-5.94691,110.075,124.249,-14.1739,-7.08697,0,45.0154,35.8681,10
986,1.974,-263.638,-71.7658,-191.872,-95.9362,-0,-59.3944,-34.019,-10,153.789,70.2752,83.5136,41.7568,-0,32.4026,-2.9216,10,109.849,143.196,-33.3468,-16.6734,0,-47.932,35.8205,-10
987,1.976,-264.496,-55.3743,-209.122,-104.561,-0,-43.1241,-34.42,-10,154.729,88.2886,66.4406,33.2203,-0,-42.6826,-2.77164,-9.46226,109.767,124.757,-14.9903,-7.49514,0,45.8912,35.7722,10
988,1.978,-265.349,-45.1563,-220.193,-110.096,-0,-27.677,-34.8493,-10,155.615,69.9756,85.6394,42.8197,-0,47.9971,-2.61956,10,109.734,143.649,-33.9149,-16.9574,0,-47.3115,35.7233,-10
989,1.98,-266.21,-37.6661,-228.544,-114.272,-0,-20.8778,-35.298,-10,156.366,88.1222,68.2438,34.1219,-0,-43.4891,-2.46568,-9.36716,109.844,125.156,-15.3117,-7.65585,0,46.508,35.6741,10
990,1.982,-267.067,-32.827,-234.24,-117.12,-0,-14.2412,-35.7608,-10,157.084,70.162,86.9216,43.4608,-0,46.6945,-2.31052,10,109.984,143.992,-34.0084,-17.0042,0,-46.7418,35.6247,-10
991,1.984,-267.935,-29.3075,-238.628,-119.314,-0,-10.9684,-36.2337,-10,157.694,88.4387,69.2549,34.6275,-0,-44.1666,-2.15434,-9.53917,110.242,125.45,-15.2079,-7.60396,0,47.0013,35.5755,10
992,1.986,-268.8,-27.8551,-240.945,-120.473,-0,-5.7938,-36.7132,-10,158.287,70.2315,88.0553,44.0276,-0,47.0008,-1.99703,10,110.514,144.261,-33.7477,-16.8738,0,-46.3493,35.5266,-10
993,1.988,-269.677,-26.7856,-242.891,-121.445,-0,-4.86388,-37.1971,-10,158.777,88.5698,70.2075,35.1037,-0,-44.6195,-1.83877,-9.51574,110.899,125.694,-14.7949,-7.39744,0,47.382,35.478,10
994,1.99,-270.551,-45.424,-225.127,-112.563,-0,44.411,-37.6651,-10,159.259,70.8,88.4593,44.2297,-0,45.6296,-1.6801,10,111.291,144.429,-33.1374,-16.5687,0,-45.8564,35.4301,-10
995,1.992,-271.446,-64.0281,-207.418,-103.709,-0,44.2708,-38.0976,-10,159.717,89.5344,70.1828,35.0914,-0,-45.6912,-1.52146,-10,111.729,125.78,-14.0512,-7.02559,0,47.7157,35.3829,10
996,1.994,-272.348,-82.6723,-189.676,-94.838,-0,44.3557,-38.4947,-10,160.224,70.8592,89.3652,44.6826,-0,47.9559,-1.36191,10,112.124,144.508,-32.3841,-16.1921,0,-45.8323,35.3365,-10
997,1.996,543.234,-101.28,644.514,322.257,-0,2085.48,-38.0399,10,-247.572,89.5931,-337.165,-168.583,-0,-1066.33,-1.60971,-10,-295.662,125.851,-421.513,-210.756,0,-972.822,34.8826,-10
998,1.998,270.14,-82.5311,352.672,176.336,-0,-729.607,-37.0427,-10,-110.983,70.9141,-181.897,-90.9486,-0,388.17,-2.12877,10,-159.157,107.139,-266.296,-133.148,0,388.041,34.1948,10
999,2,269.281,-101.249,370.529,185.265,-0,44.644,-36.3195,10,-110.525,89.6416,-200.167,-100.084,-0,-45.6747,-2.51084,-10,-158.755,125.822,-284.578,-142.289,0,-45.7031,33.6439,-10
1000,2.002,268.344,-82.5287,350.873,175.436,-0,-49.1409,-35.5981,10,-110.03,70.9621,-180.992,-90.496,-0,47.9377,-2.89199,-10,-158.314,107.094,-265.408,-132.704,0,47.924,33.0939,-10
1001,2.004,267.481,-63.8088,331.29,165.645,-0,-48.9567,-34.9159,10,-109.572,52.28,-161.852,-80.9261,-0,47.8491,-3.23484,-10,-157.909,88.3675,-246.276,-123.138,0,47.8289,32.5822,-10
1002,2.006,266.655,-45.0888,311.744,155.872,-0,-48.8649,-34.2729,10,-109.135,33.5952,-142.73,-71.3652,-0,47.8048,-3.53942,-10,-157.52,69.6436,-227.164,-113.582,0,47.7819,32.1088,-10
1003,2.008,265.866,-26.3689,292.235,146.117,-0,-48.7729,-33.6689,10,-108.719,14.9077,-123.627,-61.8133,-0,47.7594,-3.80578,-10,-157.147,50.9221,-208.069,-104.035,0,47.7361,31.6735,-10
1004,2.01,265.114,-7.64896,272.763,136.381,-0,-48.6807,-33.1039,10,-108.324,-3.78252,-104.542,-52.2708,-0,47.7127,-4.03395,-4.55806,-156.79,32.203,-188.993,-94.4963,0,47.6914,31.2765,-10
1005,2.012,264.398,11.0672,253.331,126.666,-0,-48.5789,-32.5778,10,-107.951,-12.2963,-95.6546,-47.8273,-0,22.2172,-4.23414,-10,-156.447,13.4826,-169.93,-84.9649,0,47.657,30.9176,-10
1006,2.014,263.714,29.7875,233.926,116.963,-0,-48.5119,-32.0906,10,-107.584,-30.9918,-76.5924,-38.2962,-0,47.6556,-4.40639,9.35938,-156.13,-5.23252,-150.897,-75.4485,0,47.5822,30.5967,-10
1007,2.016,263.068,48.4944,214.574,107.287,-0,-48.3809,-31.6421,10,-107.245,-13.4787,-93.7667,-46.8834,-0,-42.9358,-4.57675,-10,-155.823,-23.9585,-131.864,-65.9322,0,47.5816,30.314,-10
1008,2.018,262.439,67.2165,195.222,97.611,-0,-48.3798,-31.2323,10,-106.873,-32.1795,-74.6931,-37.3465,-0,47.6841,-4.74521,10,-155.566,-42.6719,-112.894,-56.447,0,47.426,30.0692,-9.02098
1009,2.02,261.853,85.9241,175.929,87.9645,-0,-48.2325,-30.8611,10,-106.542,-13.4741,-93.0678,-46.5339,-0,-45.9369,-4.91297,-10,-155.311,-59.5653,-95.7458,-47.8729,0,42.8704,29.8606,-5.00249
1010,2.022,261.282,104.644,156.637,78.3186,-0,-48.2296,-30.5286,10,-106.177,-32.1836,-73.9937,-36.9968,-0,47.6855,-5.08003,10,-155.104,-68.9292,-86.1752,-43.0876,0,23.9265,29.6787,-10
1011,2.024,260.751,123.354,137.397,68.6985,-0,-48.1004,-30.2345,10,-105.864,-13.4819,-92.3818,-46.1909,-0,-45.9703,-5.24641,-10,-154.887,-87.6521,-67.2352,-33.6176,0,47.3499,29.5252,10
1012,2.026,260.237,142.065,118.171,59.0856,-0,-48.0646,-29.979,10,-105.512,-32.2061,-73.3055,-36.6528,-0,47.6906,-5.41209,10,-154.725,-68.9524,-85.7726,-42.8863,0,-46.3434,29.3722,-10
1013,2.028,259.75,160.775,98.9752,49.4876,-0,-47.9901,-29.7618,1.49744,-105.236,-13.5065,-91.7299,-45.865,-0,-46.061,-5.57713,-10,-154.514,-87.6735,-66.8401,-33.42,0,47.3312,29.2196,10
1014,2.03,259.284,163.583,95.7016,47.8508,-0,-8.18401,-29.5671,10,-104.914,-32.2271,-72.6872,-36.3436,-0,47.6067,-5.74155,10,-154.37,-68.9662,-85.4035,-42.7018,0,-46.4086,29.0674,-10
1015,2.032,258.816,182.292,76.5242,38.2621,-0,-47.9434,-29.3949,-9.68132,-104.656,-13.5288,-91.127,-45.5635,-0,-46.0994,-5.90536,-10,-154.16,-87.6863,-66.4741,-33.2371,0,47.3235,28.9155,10
1016,2.034,258.379,164.19,94.1889,47.0944,-0,44.1616,-29.2242,10,-104.355,-32.243,-72.1117,-36.0559,-0,47.5382,-6.0686,10,-154.024,-68.9702,-85.0539,-42.5269,0,-46.4493,28.764,-10
1017,2.036,257.9,182.899,75.0008,37.5004,-0,-47.97,-29.055,-10,-104.1,-13.5448,-90.5552,-45.2776,-0,-46.1087,-6.23127,-10,-153.8,-87.6901,-66.1101,-33.055,0,47.3594,28.6128,10
1018,2.038,257.465,164.201,93.264,46.632,-0,45.6579,-28.8867,10,-103.808,-32.2588,-71.5496,-35.7748,-0,47.5141,-6.39337,10,-153.657,-68.9738,-84.683,-42.3415,0,-46.4324,28.462,-10
1019,2.04,256.988,182.911,74.0777,37.0388,-0,-47.9658,-28.7194,-10,-103.563,-13.5606,-90.0023,-45.0011,-0,-46.1317,-6.55492,-10,-153.425,-87.6936,-65.7317,-32.8659,0,47.3783,28.3116,10
1020,2.042,256.555,164.212,92.3427,46.1714,-0,45.6626,-28.553,10,-103.281,-32.2747,-71.0058,-35.5029,-0,47.4911,-6.71593,10,-153.274,-68.9771,-84.2973,-42.1487,0,-46.414,28.1616,-10
1021,2.044,256.08,182.922,73.1586,36.5793,-0,-47.9602,-28.3875,-10,-103.045,-13.5766,-89.468,-44.734,-0,-46.1554,-6.8764,-10,-153.036,-87.6968,-65.3387,-32.6694,0,47.3965,28.0119,10
1022,2.046,255.649,164.223,91.4258,45.7129,-0,45.6679,-28.2229,10,-102.772,-32.2908,-70.4809,-35.2404,-0,47.4677,-7.03635,10,-152.877,-68.9802,-83.8971,-41.9485,0,-46.3959,27.8627,-10
1023,2.048,255.177,182.933,72.2441,36.1221,-0,-47.9541,-28.0592,-10,-102.545,-13.5928,-88.9527,-44.4763,-0,-46.1794,-7.19579,-10,-152.631,-87.6998,-64.9314,-32.4657,0,47.4143,27.7139,10
1024,2.05,254.748,164.234,90.5136,45.2568,-0,45.6735,-27.8965,10,-102.282,-32.307,-69.9751,-34.9875,-0,47.444,-7.35471,10,-152.466,-68.983,-83.4826,-41.7413,0,-46.378,27.5655,-10
1025,2.052,254.278,182.943,71.3346,35.6673,-0,-47.9475,-27.7346,-10,-102.066,-13.609,-88.4566,-44.2283,-0,-46.2038,-7.51315,-10,-152.212,-87.7025,-64.5098,-32.2549,0,47.4319,27.4175,10
1026,2.054,253.852,164.245,89.6065,44.8032,-0,45.6797,-27.5737,10,-101.812,-32.3233,-69.4886,-34.7443,-0,47.42,-7.67109,10,-152.04,-68.9856,-83.054,-41.527,0,-46.3604,27.2699,-10
1027,2.056,253.385,182.954,70.4303,35.2152,-0,-47.9404,-27.4136,-10,-101.605,-13.6254,-87.98,-43.99,-0,-46.2285,-7.82856,-10,-151.779,-87.7049,-64.0743,-32.0372,0,47.4492,27.1228,10
1028,2.058,252.961,164.256,88.7049,44.3525,-0,45.6865,-27.2545,10,-101.361,-32.3397,-69.0217,-34.5109,-0,47.3956,-7.98556,10,-151.599,-68.9879,-82.6116,-41.3058,0,-46.3431,26.9761,-10
1029,2.06,252.497,182.965,69.5318,34.7659,-0,-47.9327,-27.0963,-10,-101.165,-13.6418,-87.5231,-43.7616,-0,-46.2534,-8.14211,-10,-151.332,-87.7071,-63.6251,-31.8125,0,47.4662,26.8299,10
1030,2.062,252.076,164.267,87.8093,43.9047,-0,45.6938,-26.9389,10,-100.931,-32.3561,-68.5747,-34.2874,-0,47.3709,-8.2982,10,-151.145,-68.9899,-82.1555,-41.0777,0,-46.326,26.6841,-10
1031,2.064,251.616,182.976,68.6396,34.3198,-0,-47.9244,-26.7825,-10,-100.744,-13.6582,-87.0862,-43.5431,-0,-46.2786,-8.45387,-10,-150.871,-87.709,-63.1623,-31.5811,0,47.483,26.5388,10
1032,2.066,251.198,164.278,86.9202,43.4601,-0,45.7017,-26.6269,10,-100.52,-32.3725,-68.1478,-34.0739,-0,47.346,-8.6091,10,-150.678,-68.9917,-81.6859,-40.843,0,-46.3091,26.3939,-10
1033,2.068,250.741,182.987,67.754,33.877,-0,-47.9156,-26.4722,-10,-100.344,-13.6747,-86.6694,-43.3347,-0,-46.304,-8.76392,-10,-150.397,-87.7107,-62.6862,-31.3431,0,47.4994,26.2495,10
1034,2.07,250.327,164.289,86.0381,43.019,-0,45.7101,-26.3185,10,-100.13,-32.3891,-67.741,-33.8705,-0,47.3209,-8.91833,10,-150.197,-68.9933,-81.2032,-40.6016,0,-46.2926,26.1056,-10
1035,2.072,249.873,182.998,66.8756,33.4378,-0,-47.9062,-26.1655,-10,-99.9641,-13.6912,-86.2728,-43.1364,-0,-46.3296,-9.07234,-10,-149.909,-87.7122,-62.197,-31.0985,0,47.5156,25.9622,10
1036,2.074,249.463,164.299,85.1633,42.5816,-0,45.7192,-26.0135,10,-99.7602,-32.4056,-67.3546,-33.6773,-0,47.2956,-9.22597,10,-149.702,-68.9947,-80.7075,-40.3538,0,-46.2764,25.8193,-10
1037,2.076,249.013,183.008,66.0048,33.0024,-0,-47.8962,-25.8623,-10,-99.6046,-13.7079,-85.8967,-42.9484,-0,-46.3554,-9.37922,-10,-149.408,-87.7135,-61.695,-30.8475,0,47.5313,25.6769,10
1038,2.078,248.606,164.31,84.2963,42.1482,-0,45.7288,-25.712,10,-99.411,-32.4223,-66.9887,-33.4943,-0,47.2702,-9.5321,10,-149.195,-68.9959,-80.1992,-40.0996,0,-46.2605,25.535,-10
1039,2.08,248.161,183.019,65.1421,32.571,-0,-47.8857,-25.5626,-10,-99.2658,-13.7246,-85.5412,-42.7706,-0,-46.3813,-9.68463,-10,-148.895,-87.7145,-61.1805,-30.5902,0,47.5468,25.3937,10
1040,2.082,247.758,164.32,83.4376,41.7188,-0,45.7389,-25.414,10,-99.0825,-32.4391,-66.6434,-33.3217,-0,47.2445,-9.83682,10,-148.675,-68.9968,-79.6785,-39.8392,0,-46.245,25.2528,-10
1041,2.084,247.317,183.029,64.2877,32.1439,-0,-47.8747,-25.2663,-10,-98.9478,-13.7414,-85.2063,-42.6032,-0,-46.4074,-9.98867,-10,-148.369,-87.7153,-60.6537,-30.3269,0,47.5618,25.1125,10
1042,2.086,246.918,164.331,82.5875,41.2938,-0,45.7495,-25.1194,10,-98.7749,-32.456,-66.3189,-33.1594,-0,47.2186,-10.1402,10,-148.143,-68.9975,-79.1457,-39.5728,0,-46.2298,24.9727,-10
1043,2.088,246.482,183.039,63.4422,31.7211,-0,-47.8633,-24.9734,-10,-98.6507,-13.7583,-84.8924,-42.4462,-0,-46.4337,-10.2914,-10,-147.831,-87.7159,-60.1151,-30.0575,0,47.5765,24.8334,10
1044,2.09,246.087,164.341,81.7464,40.8732,-0,45.7605,-24.8282,10,-98.4882,-32.4729,-66.0153,-33.0077,-0,47.1925,-10.4423,10,-147.599,-68.9979,-78.6011,-39.3005,0,-46.215,24.6947,-10
1045,2.092,245.656,183.05,62.6059,31.3029,-0,-47.8514,-24.6838,-10,-98.3747,-13.7753,-84.5994,-42.2997,-0,-46.4601,-10.5929,-10,-147.281,-87.7161,-59.5647,-29.7824,0,47.5908,24.5565,10
1046,2.094,245.266,164.351,80.9147,40.4574,-0,45.7721,-24.5403,10,-98.2228,-32.4899,-65.7329,-32.8664,-0,47.1663,-10.7433,10,-147.043,-68.998,-78.045,-39.0225,0,-46.2006,24.4189,-10
1047,2.096,244.839,183.06,61.7791,30.8896,-0,-47.839,-24.3976,-10,-98.1198,-13.7923,-84.3275,-42.1638,-0,-46.4867,-10.8933,-10,-146.719,-87.7161,-59.0031,-29.5015,0,47.6048,24.2819,10
1048,2.098,244.454,164.361,80.0928,40.0464,-0,45.7841,-24.2558,10,-97.9785,-32.5069,-65.4716,-32.7358,-0,47.1399,-11.0431,10,-146.476,-68.9979,-77.4776,-38.7388,0,-46.1865,24.1454,-10
1049,2.1,244.032,183.07,60.9623,30.4812,-0,-47.8261,-24.1147,-10,-97.8863,-13.8093,-84.0769,-42.0385,-0,-46.5133,-11.1927,-10,-146.146,-87.7159,-58.4303,-29.2151,0,47.6184,24.0095,10
1050,2.102,243.652,164.371,79.281,39.6405,-0,45.7966,-23.9745,10,-97.7555,-32.524,-65.2316,-32.6158,-0,47.1134,-11.342,10,-145.897,-68.9975,-76.8993,-38.4497,0,-46.1727,23.8742,-10
1051,2.104,243.236,183.08,60.1559,30.0779,-0,-47.8128,-23.835,-10,-97.674,-13.8264,-83.8476,-41.9238,-0,-46.5401,-11.4911,-10,-145.562,-87.7154,-57.8467,-28.9233,0,47.6317,23.7394,10
1052,2.106,242.861,164.381,78.4797,39.2399,-0,45.8097,-23.6964,10,-97.5539,-32.541,-65.0128,-32.5064,-0,47.0869,-11.6399,10,-145.307,-68.9969,-76.3104,-38.1552,0,-46.1593,23.6053,-10
1053,2.108,242.45,183.09,59.3602,29.6801,-0,-47.7989,-23.5585,-10,-97.4831,-13.8435,-83.6396,-41.8198,-0,-46.5668,-11.7886,-10,-144.967,-87.7147,-57.2526,-28.6263,0,47.6446,23.4717,10
1054,2.11,242.081,164.391,77.6895,38.8447,-0,45.8232,-23.4215,10,-97.3736,-32.5582,-64.8155,-32.4077,-0,47.0603,-11.937,10,-144.707,-68.9961,-75.7111,-37.8555,0,-46.1463,23.3387,-10
1055,2.112,241.676,183.1,58.5756,29.2878,-0,-47.7847,-23.2852,-10,-97.3136,-13.8607,-83.4529,-41.7265,-0,-46.5936,-12.0853,-10,-144.362,-87.7138,-56.6483,-28.3241,0,47.657,23.2064,10
1056,2.114,241.312,164.401,76.9105,38.4552,-0,45.8372,-23.1497,10,-97.2148,-32.5754,-64.6395,-32.3197,-0,47.0336,-12.2334,10,-144.097,-68.995,-75.1018,-37.5509,0,-46.1337,23.0746,-10
1057,2.116,240.912,183.11,57.8025,28.9012,-0,-47.77,-23.015,-10,-97.1655,-13.8779,-83.2876,-41.6438,-0,-46.6204,-12.3813,-10,-143.747,-87.7126,-56.0341,-28.0171,0,47.6691,22.9435,10
1058,2.118,240.554,164.411,76.1431,38.0716,-0,45.8516,-22.8811,10,-97.0775,-32.5926,-64.4849,-32.2424,-0,47.0069,-12.5291,10,-143.476,-68.9937,-74.4827,-37.2414,0,-46.1215,22.813,-10
1059,2.12,240.161,183.119,57.0412,28.5206,-0,-47.7549,-22.7479,-10,-97.0389,-13.8952,-83.1438,-41.5719,-0,-46.6473,-12.6767,-10,-143.122,-87.7112,-55.4104,-27.7052,0,47.6808,22.6831,10
1060,2.122,239.808,164.42,75.3877,37.6938,-0,45.8663,-22.6155,10,-96.9616,-32.6099,-64.3517,-32.1758,-0,46.9802,-12.8242,10,-142.846,-68.9922,-73.8543,-36.9271,0,-46.1097,22.5538,-10
1061,2.124,239.421,183.129,56.2919,28.1459,-0,-47.7395,-22.4838,-10,-96.9338,-13.9125,-83.0213,-41.5107,-0,-46.6741,-12.9716,-10,-142.487,-87.7095,-54.7775,-27.3887,0,47.6921,22.4252,10
1062,2.126,239.074,164.43,74.6445,37.3222,-0,45.8815,-22.3529,10,-96.8672,-32.6273,-64.24,-32.12,-0,46.9535,-13.1188,10,-142.207,-68.9904,-73.2168,-36.6084,0,-46.0983,22.2972,-10
1063,2.128,238.693,183.138,55.5549,27.7775,-0,-47.7238,-22.2227,-10,-96.8502,-13.9298,-82.9203,-41.4602,-0,-46.701,-13.266,-10,-141.843,-87.7076,-54.1356,-27.0678,0,47.703,22.1698,10
1064,2.13,238.353,164.439,73.9137,36.9569,-0,45.897,-22.0932,10,-96.7943,-32.6446,-64.1497,-32.0748,-0,46.9267,-13.4131,10,-141.559,-68.9883,-72.5705,-36.2852,0,-46.0873,22.0431,-10
1065,2.132,237.978,183.148,54.8306,27.4153,-0,-47.7077,-21.9644,-10,-96.788,-13.9472,-82.8408,-41.4204,-0,-46.7278,-13.5601,-10,-141.19,-87.7054,-53.4851,-26.7425,0,47.7135,21.9171,10
