step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1],target[2],actual[2],error[2],P[2],I[2],D[2],integral[2],output[2]
545,1.092,-16.3737,8.00514,-24.3788,-12.1894,-0,-22.4862,-4.19943,-10,0.5432,8.77186,-8.22866,-4.11433,-0,-46.1289,-0.510025,-10,15.8305,1.73824,14.0923,7.04613,0,-19.1119,3.03012,-10
546,1.094,-16.4522,-1.69715,-14.755,-7.37752,-0,24.0595,-4.23857,10,0.511158,-9.72843,10.2396,5.11979,-0,46.1706,-0.508014,10,15.941,-16.9538,32.8949,16.4474,0,47.0065,3.07711,10
547,1.096,-16.5577,6.88798,-23.4457,-11.7228,-0,-21.7266,-4.27677,-10,0.458628,8.95719,-8.49856,-4.24928,-0,-46.8454,-0.506273,-10,16.0991,1.53889,14.5602,7.28008,0,-45.8367,3.12457,-10
548,1.098,-16.6492,-3.7522,-12.897,-6.44849,-0,26.3717,-4.31311,10,0.375201,-2.07044,2.44564,1.22282,-0,27.3605,-0.512326,10,16.274,-16.9737,33.2477,16.6238,0,46.7188,3.17237,10
549,1.1,-16.7756,5.15866,-21.9343,-10.9671,-0,-22.5932,-4.34794,-10,0.31669,7.03898,-6.72229,-3.36115,-0,-22.9198,-0.516603,-10,16.4589,1.57789,14.881,7.44052,0,-45.9166,3.2205,-10
550,1.102,-16.9429,-13.5301,-3.41272,-1.70636,-0,46.3039,-4.37329,10,0.269103,-2.45672,2.72582,1.36291,-0,23.6203,-0.520599,10,16.6737,-16.9295,33.6032,16.8016,0,46.8054,3.26899,10
551,1.104,-17.1202,4.92523,-22.0454,-11.0227,-0,-46.5817,-4.39875,-10,0.254403,5.5965,-5.3421,-2.67105,-0,-20.1698,-0.523216,-10,16.8658,1.77493,15.0908,7.54542,0,-46.2809,3.31768,-10
552,1.106,-17.3352,-13.7657,-3.56955,-1.78477,-0,46.1897,-4.42436,10,0.261813,-3.83711,4.09892,2.04946,-0,23.6025,-0.524459,10,17.0734,-16.7302,33.8036,16.9018,0,46.7818,3.36657,10
553,1.108,-17.5626,4.70383,-22.2664,-11.1332,-0,-46.7421,-4.4502,-10,0.296271,4.88161,-4.58534,-2.29267,-0,-21.7106,-0.524945,-10,17.2663,1.9735,15.2928,7.64639,0,-46.2769,3.41567,-10
554,1.11,-17.8242,-13.7538,-4.07045,-2.03522,-0,45.4899,-4.47654,10,0.349857,-13.8265,14.1763,7.08815,-0,46.9041,-0.515354,10,17.4744,-6.2381,23.7125,11.8562,0,21.0492,3.45468,10
555,1.112,-18.024,4.95151,-22.9756,-11.4878,-0,-47.2628,-4.50358,-10,0.38343,4.64346,-4.26003,-2.13001,-0,-46.0908,-0.505438,-10,17.6406,2.85261,14.788,7.394,0,-22.3111,3.49318,-10
556,1.114,-18.2032,-13.5029,-4.7003,-2.35015,-0,45.6881,-4.53126,10,0.427448,-14.0744,14.5019,7.25094,-0,46.9048,-0.495196,10,17.7757,-5.40906,23.1848,11.5924,0,20.9919,3.53115,10
557,1.116,-18.3451,5.20453,-23.5496,-11.7748,-0,-47.1233,-4.55951,-10,0.460108,4.39679,-3.93669,-1.96834,-0,-46.0964,-0.484631,-10,17.885,3.84718,14.0378,7.01891,0,-22.8674,3.56837,-10
558,1.118,-18.4667,-13.2718,-5.19487,-2.59744,-0,45.8869,-4.58825,10,0.502661,-14.314,14.8166,7.40831,-0,46.8833,-0.473751,10,17.964,-5.28814,23.2521,11.6261,0,23.0358,3.60566,10
559,1.12,-18.5568,5.22239,-23.7792,-11.8896,-0,-46.4609,-4.61723,-10,0.535472,-4.06442,4.5999,2.29995,-0,-25.5418,-0.454334,-10,18.0214,5.39828,12.6231,6.31154,0,-26.5727,3.64154,-10
560,1.122,-18.6795,-13.4549,-5.2246,-2.6123,-0,46.3865,-4.64623,10,0.60943,-12.1683,12.7777,6.38886,-0,20.4446,-0.436957,10,18.0701,-13.0945,31.1646,15.5823,0,46.3539,3.68533,10
561,1.124,-18.8227,-2.45593,-16.3668,-8.18341,-0,-27.8555,-4.66782,-10,0.708356,-1.31086,2.01922,1.00961,-0,-26.8963,-0.42216,-10,18.1144,5.40938,12.705,6.3525,0,-46.1491,3.72919,-10
562,1.126,-18.9849,-10.3843,-8.6006,-4.3003,-0,19.4155,-4.69279,10,0.77645,-9.00803,9.78448,4.89224,-0,19.4132,-0.410356,10,18.2085,-13.2457,31.4541,15.7271,0,46.8729,3.77335,10
563,1.128,-19.1756,-1.31641,-17.8592,-8.92961,-0,-23.1466,-4.71925,-10,0.795326,9.71297,-8.91764,-4.45882,-0,-46.7553,-0.409489,-10,18.3803,5.24665,13.1337,6.56683,0,-45.8012,3.81794,-10
564,1.13,-19.345,-9.75689,-9.58808,-4.79404,-0,20.6779,-4.7467,10,0.787297,-1.46413,2.25142,1.12571,-0,27.9227,-0.416156,10,18.5577,-13.3974,31.955,15.9775,0,47.0535,3.86303,10
565,1.132,-19.547,-1.32397,-18.223,-9.1115,-0,-21.5873,-4.77451,-10,0.756035,17.2181,-16.462,-8.23102,-0,-46.7836,-0.430366,-10,18.7909,5.11443,13.6765,6.83825,0,-45.6964,3.90866,-10
566,1.134,-19.7294,-9.48428,-10.2451,-5.12254,-0,19.9448,-4.80297,10,0.702011,4.31892,-3.61691,-1.80846,-0,32.1128,-0.450445,10,19.0274,-13.5649,32.5923,16.2961,0,47.2895,3.95493,10
567,1.136,-19.9396,-0.523553,-19.416,-9.708,-0,-22.9273,-4.83264,-10,0.617924,11.6562,-11.0382,-5.51912,-0,-18.5533,-0.4651,-10,19.3216,4.92478,14.3969,7.19843,0,-45.4885,4.00192,-10
568,1.138,-20.1758,-9.69077,-10.485,-5.24251,-0,22.3275,-4.86254,10,0.546187,0.320941,0.225246,0.112623,-0,28.1587,-0.475913,10,19.6296,-13.6784,33.308,16.654,0,47.2779,4.04962,10
569,1.14,-20.4308,-0.177753,-20.2531,-10.1265,-0,-24.4201,-4.89327,-10,0.454391,19.0066,-18.5522,-9.27609,-0,-46.9436,-0.49424,-10,19.9764,4.82634,15.1501,7.57504,0,-45.3949,4.09808,-10
570,1.142,-20.6658,-9.69565,-10.9702,-5.48509,-0,23.2072,-4.9245,10,0.332161,5.45199,-5.11983,-2.55992,-0,33.5809,-0.517912,10,20.3337,-13.7599,34.0936,17.0468,0,47.3587,4.14733,10
571,1.144,-20.9302,8.83957,-29.7697,-14.8849,-0,-46.9989,-4.96524,-10,0.21559,9.91434,-9.69875,-4.84937,-0,-11.4473,-0.532731,-10,20.7146,-2.24176,22.9563,11.4782,0,-27.843,4.20438,-10
572,1.146,-21.1792,-9.60257,-11.5766,-5.78831,-0,45.4828,-5.00658,10,0.155775,-8.80028,8.95606,4.47803,-0,46.637,-0.533473,10,21.0234,-10.0869,31.1103,15.5552,0,20.3849,4.25844,10
573,1.148,-21.3792,8.93825,-30.3174,-15.1587,-0,-46.852,-5.04848,-10,0.0678642,0.0474533,0.020411,0.0102055,-0,-22.3391,-0.524497,-10,21.3113,0.40836,20.9029,10.4515,0,-25.5184,4.31046,-10
574,1.15,-21.5951,-9.42187,-12.1732,-6.08659,-0,45.3606,-5.09097,10,0.0241994,-10.0481,10.0723,5.03616,-0,25.1298,-0.514404,10,21.5709,-5.65521,27.2261,13.613,0,15.8078,4.35859,10
575,1.152,-21.7515,9.04673,-30.7982,-15.3991,-0,-46.5626,-5.13394,-10,-0.0292155,-1.05038,1.02116,0.51058,-0,-22.6279,-0.503311,-10,21.7807,4.25537,17.5254,8.76268,0,-24.2518,4.40334,-10
576,1.154,-21.9503,-9.36222,-12.588,-6.29402,-0,45.5255,-5.17733,10,-0.035808,-11.2715,11.2357,5.61785,-0,25.5364,-0.491054,10,21.9861,-2.67989,24.6659,12.333,0,17.8515,4.44553,10
577,1.156,-22.0964,9.35802,-31.4544,-15.7272,-0,-47.166,-5.22137,-10,-0.0535185,7.18467,-7.23819,-3.61909,-0,-46.1847,-0.487056,-10,22.1499,5.86568,16.2843,8.14213,0,-20.9542,4.48648,-10
578,1.158,-22.2154,-0.437347,-21.778,-10.889,-0,24.191,-5.2746,10,-0.0668881,-11.282,11.2151,5.60754,-0,46.1332,-0.48308,10,22.2823,-4.61124,26.8935,13.4467,0,26.5231,4.52966,10
579,1.16,-22.3279,8.68702,-31.015,-15.5075,-0,-23.0924,-5.32739,-10,-0.12977,7.1163,-7.24607,-3.62303,-0,-46.1529,-0.47911,-10,22.4577,3.3713,19.0864,9.54321,0,-19.5177,4.57564,-9.97448
580,1.162,-22.4006,0.571346,-22.972,-11.486,-0,20.1074,-5.38138,8.62145,-0.180491,-11.3197,11.1392,5.56961,-0,45.9632,-0.475217,10,22.5811,-15.3133,37.8944,18.9472,0,47.02,4.63262,10
581,1.164,-22.5034,6.67164,-29.175,-14.5875,-0,-15.5076,-5.43353,-10,-0.269266,7.37119,-7.64046,-3.82023,-0,-46.9492,-0.471719,-10,22.7727,3.20155,19.5711,9.78556,0,-45.8083,4.69008,-10
582,1.166,-22.5967,-3.2075,-19.3892,-9.69461,-0,24.4646,-5.48209,10,-0.378899,-2.43421,2.05531,1.02765,-0,24.2394,-0.477304,10,22.9756,-15.4372,38.4128,19.2064,0,47.1043,4.74807,10
583,1.168,-22.7217,4.1297,-26.8514,-13.4257,-0,-18.6553,-5.52833,-10,-0.511626,6.15577,-6.66739,-3.3337,-0,-21.8067,-0.481916,-10,23.2333,3.14577,20.0875,10.0438,0,-45.8133,4.80657,-10
584,1.17,-22.8991,-5.84006,-17.059,-8.5295,-0,24.4809,-5.57224,10,-0.602534,-3.11661,2.51408,1.25704,-0,22.9537,-0.486069,10,23.5016,-15.4406,38.9422,19.4711,0,47.1368,4.8656,10
585,1.172,-23.0886,3.2061,-26.2947,-13.1474,-0,-23.0894,-5.6156,-10,-0.723238,6.72295,-7.44618,-3.72309,-0,-24.9007,-0.491001,-10,23.8119,3.13771,20.6742,10.3371,0,-45.6701,4.92521,-10
586,1.174,-23.3234,-7.0002,-16.3232,-8.16158,-0,24.929,-5.65822,10,-0.81365,-2.62984,1.81619,0.908095,-0,23.1559,-0.496631,10,24.137,-15.4212,39.5582,19.7791,0,47.2101,4.98544,10
587,1.176,-23.5733,4.36629,-27.9396,-13.9698,-0,-29.041,-5.70248,-10,-0.921347,6.68428,-7.60562,-3.80281,-0,-23.5545,-0.502421,-10,24.4946,-2.98459,27.4792,13.7396,0,-30.1975,5.05248,-10
588,1.178,-23.8113,-5.03,-18.7813,-9.39067,-0,22.8956,-5.7492,10,-0.982273,-5.22834,4.24606,2.12303,-0,29.6292,-0.50578,10,24.7936,-10.3994,35.193,17.5965,0,19.2844,5.11515,10
589,1.18,-23.9668,13.4645,-37.4313,-18.7156,-0,-46.6249,-5.80541,-10,-1.10539,2.54139,-3.64678,-1.82339,-0,-19.7321,-0.505181,-10,25.0722,0.503201,24.569,12.2845,0,-26.56,5.17492,-10
590,1.182,-24.1622,-4.93567,-19.2265,-9.61327,-0,45.5119,-5.86207,10,-1.16324,-8.53729,7.37405,3.68703,-0,27.5521,-0.501454,10,25.3254,-6.36448,31.6899,15.845,0,17.8024,5.23118,10
591,1.184,-24.3059,13.7766,-38.0824,-19.0412,-0,-47.1397,-5.91938,-10,-1.23897,9.93286,-11.1718,-5.58592,-0,-46.3647,-0.505251,-10,25.5448,2.6259,22.9189,11.4595,0,-21.9275,5.28578,-10
592,1.186,-24.426,2.43229,-26.8583,-13.4291,-0,28.0604,-5.98432,10,-1.30954,-8.58123,7.27169,3.63585,-0,46.1088,-0.509152,10,25.7355,-6.33471,32.0702,16.0351,0,22.8782,5.34077,10
593,1.188,-24.5294,10.6548,-35.1842,-17.5921,-0,-20.8148,-6.04636,-10,-1.42332,9.86285,-11.2862,-5.64308,-0,-46.3946,-0.513166,-10,25.9527,0.699781,25.2529,12.6265,0,-17.0432,5.3981,-4.41677
594,1.19,-24.5972,2.28727,-26.8845,-13.4422,-0,20.7493,-6.10843,7.30702,-1.54136,-8.63328,7.09192,3.54596,-0,45.9452,-0.51736,10,26.1386,-4.84493,30.9835,15.4917,0,14.3264,5.45433,10
595,1.192,-24.6815,9.88425,-34.5658,-17.2829,-0,-19.2033,-6.16988,-10,-1.67373,9.87124,-11.545,-5.77249,-0,-46.5922,-0.521813,-10,26.3553,2.18897,24.1663,12.0831,0,-17.043,5.50948,-4.95983
596,1.194,-24.7388,0.0600751,-24.7989,-12.3994,-0,24.4172,-6.22925,10,-1.81297,-0.958599,-0.854373,-0.427186,-0,26.7265,-0.534213,10,26.5518,-4.96275,31.5145,15.7573,0,18.3706,5.56516,10
597,1.196,-24.8185,7.0825,-31.901,-15.9505,-0,-17.7552,-6.28595,-10,-1.97317,7.62443,-9.5976,-4.7988,-0,-21.8581,-0.544665,-10,26.7916,13.6517,13.1399,6.56996,0,-45.9365,5.60982,-10
598,1.198,-24.9723,-2.98291,-21.9894,-10.9947,-0,24.7789,-6.33984,10,-2.07925,-2.14304,0.0637885,0.0318943,-0,24.1535,-0.554198,10,27.0516,-4.90609,31.9577,15.9788,0,47.0443,5.65492,10
599,1.2,-25.1334,4.13745,-29.2709,-14.6354,-0,-18.2036,-6.3911,-10,-2.20951,5.88978,-8.09929,-4.04964,-0,-20.4077,-0.562234,-10,27.3429,13.8027,13.5402,6.77009,0,-46.0437,5.70041,-10
600,1.202,-25.3875,-6.81979,-18.5677,-9.28386,-0,26.7578,-6.43893,10,-2.26455,-4.31272,2.04818,1.02409,-0,25.3687,-0.568285,10,27.6521,-4.69648,32.3485,16.1743,0,47.0209,5.7463,10
601,1.204,-25.6407,11.5825,-37.2231,-18.6116,-0,-46.6385,-6.49473,-10,-2.33333,3.51444,-5.84777,-2.92389,-0,-19.7399,-0.572085,-10,27.974,5.5773,22.3967,11.1984,0,-24.8796,5.80105,-10
602,1.206,-25.925,-0.696731,-25.2283,-12.6142,-0,29.9871,-6.55718,10,-2.34556,-8.55462,6.20907,3.10453,-0,30.1421,-0.571723,10,28.2706,-3.18843,31.459,15.7295,0,22.6558,5.8549,10
603,1.208,-26.1458,7.95779,-34.1036,-17.0518,-0,-22.1881,-6.61651,-10,-2.39794,9.85239,-12.2503,-6.12516,-0,-46.1485,-0.577765,-10,28.5437,5.1894,23.3543,11.6771,0,-20.2618,5.90972,-8.58463
604,1.21,-26.337,-0.445521,-25.8914,-12.9457,-0,20.5303,-6.6765,7.58455,-2.44779,-8.64892,6.20113,3.10056,-0,46.1286,-0.583814,10,28.7847,-3.09471,31.8795,15.9397,0,21.3129,5.96495,10
605,1.212,-26.5108,7.7365,-34.2473,-17.1236,-0,-20.8895,-6.73664,-10,-2.54241,9.7937,-12.3361,-6.16806,-0,-46.3431,-0.589949,-10,29.0532,4.08399,24.9692,12.4846,0,-17.2757,6.0218,-4.79113
606,1.214,-26.6616,0.292719,-26.9543,-13.4772,-0,18.2323,-6.79784,4.7551,-2.62279,-8.74748,6.12468,3.06234,-0,46.152,-0.59616,10,29.2844,-2.18709,31.4715,15.7358,0,16.2559,6.07824,10
607,1.216,-26.8059,7.4552,-34.261,-17.1305,-0,-18.2668,-6.85906,-10,-2.72559,1.35018,-4.07576,-2.03788,-0,-25.5011,-0.594111,-10,29.5314,7.00705,22.5244,11.2622,0,-22.3678,6.13224,-10
608,1.218,-26.9929,-2.92992,-24.063,-12.0315,-0,25.4951,-6.91738,10,-2.76788,-7.07997,4.31209,2.15605,-0,20.9696,-0.593875,10,29.7608,-11.5383,41.2991,20.6496,0,46.9368,6.19606,10
609,1.22,-27.2008,7.21235,-34.4131,-17.2066,-0,-25.8753,-6.97586,-10,-2.83912,3.65992,-6.49904,-3.24952,-0,-27.0278,-0.596062,-10,30.0399,1.21673,28.8232,14.4116,0,-31.1898,6.26618,-10
610,1.222,-27.4261,-3.40849,-24.0176,-12.0088,-0,25.9889,-7.03429,10,-2.87585,-7.3544,4.47855,2.23927,-0,27.444,-0.598082,10,30.3019,-6.46913,36.7711,18.3855,0,19.8696,6.33178,10
611,1.224,-27.6027,6.78527,-34.388,-17.194,-0,-25.926,-7.0927,-10,-2.96818,11.1129,-14.0811,-7.04055,-0,-46.3991,-0.607685,-10,30.5709,3.80581,26.7651,13.3825,0,-25.0149,6.39531,-10
612,1.226,-27.7581,-3.1824,-24.5757,-12.2878,-0,24.5309,-7.15166,10,-3.0521,-2.11809,-0.934007,-0.467004,-0,32.8677,-0.6227,10,30.8101,-4.99625,35.8064,17.9032,0,22.6033,6.45788,10
613,1.228,-27.8976,5.85495,-33.7525,-16.8763,-0,-22.9421,-7.20999,-10,-3.17872,6.45915,-9.63787,-4.81893,-0,-21.7597,-0.633272,-10,31.0763,13.5414,17.5349,8.76746,0,-45.6787,6.51122,-10
614,1.23,-28.0976,-4.39399,-23.7036,-11.8518,-0,25.1222,-7.26744,10,-3.27269,-3.43659,0.163897,0.0819485,-0,24.5044,-0.642746,10,31.3703,-5.00107,36.3714,18.1857,0,47.0911,6.56513,10
615,1.232,-28.3109,4.65195,-32.9629,-16.4814,-0,-23.1481,-7.32411,-10,-3.37682,15.2453,-18.6221,-9.31106,-0,-46.965,-0.661204,-10,31.6877,13.5045,18.1832,9.09162,0,-45.4703,6.61969,-10
616,1.234,-28.5051,-14.0239,-14.4812,-7.24059,-0,46.2042,-7.37155,10,-3.51554,3.36536,-6.8809,-3.44045,-0,29.353,-0.686707,10,32.0206,-5.06165,37.0823,18.5411,0,47.2476,6.67495,10
617,1.236,-28.7216,4.406,-33.1276,-16.5638,-0,-46.616,-7.41916,-10,-3.61278,9.66529,-13.2781,-6.63904,-0,-15.9929,-0.706866,-10,32.3344,13.6323,18.702,9.35102,0,-45.9506,6.73074,-10
618,1.238,-28.9818,-14.2746,-14.7072,-7.35361,-0,46.0509,-7.467,10,-3.6826,-0.863817,-2.81878,-1.40939,-0,26.1482,-0.722963,10,32.6644,-4.90456,37.5689,18.7845,0,47.1673,6.78701,10
619,1.24,-29.2484,4.4163,-33.6647,-16.8324,-0,-47.3938,-7.51537,-10,-3.73079,17.8272,-21.558,-10.779,-0,-46.848,-0.74734,-10,32.9792,13.7869,19.1923,9.59614,0,-45.9417,6.84377,-10
620,1.242,-29.4971,-5.10265,-24.3945,-12.1973,-0,23.1756,-7.57343,10,-3.80826,-0.65848,-3.14978,-1.57489,-0,46.0205,-0.772048,10,33.3054,-4.90912,38.2145,19.1073,0,47.5556,6.90117,10
621,1.244,-29.766,2.86138,-32.6274,-16.3137,-0,-20.5821,-7.63045,-10,-3.9016,18.02,-21.9216,-10.9608,-0,-46.9297,-0.797119,-10,33.6676,13.5859,20.0817,10.0408,0,-45.3321,6.95947,-10
622,1.246,-30.0205,-6.2692,-23.7513,-11.8756,-0,22.1902,-7.68683,10,-4.02397,-0.450212,-3.57376,-1.78688,-0,45.8697,-0.822614,10,34.0444,-5.11573,39.1601,19.5801,0,47.6961,7.01871,10
623,1.248,-30.2955,12.4352,-42.7307,-21.3654,-0,-47.4487,-7.75331,-10,-4.15926,18.0141,-22.1734,-11.0867,-0,-46.499,-0.848361,-10,34.4547,3.43485,31.0199,15.5099,0,-20.3507,7.08889,-4.84073
624,1.25,-30.5249,3.48617,-34.0111,-17.0055,-0,21.7991,-7.83005,4.79352,-4.28161,-0.688769,-3.59284,-1.79642,-0,46.4513,-0.874128,10,34.8065,-1.61878,36.4253,18.2127,0,13.5136,7.15634,10
625,1.252,-30.7117,7.9337,-38.6454,-19.3227,-0,-11.5858,-7.90271,-10,-4.4166,17.7547,-22.1713,-11.0857,-0,-46.4462,-0.899892,-10,35.1283,5.21509,29.9132,14.9566,0,-16.2802,7.22268,-1.32359
626,1.254,-30.8922,1.78051,-32.6727,-16.3363,-0,14.9319,-7.97403,-1.40443,-4.54027,-0.854655,-3.68561,-1.84281,-0,46.2143,-0.925749,10,35.4324,1.71842,33.714,16.857,0,9.50196,7.2863,10
627,1.256,-31.0542,3.77128,-34.8255,-17.4127,-0,-5.38205,-8.04153,-10,-4.68001,17.7015,-22.3815,-11.1907,-0,-46.7397,-0.951816,-10,35.7342,5.6244,30.1098,15.0549,0,-9.01049,7.35013,6.04441
628,1.258,-31.2307,1.1759,-32.4066,-16.2033,-0,6.0472,-8.10876,-10,-4.80837,-0.936604,-3.87176,-1.93588,-0,46.2743,-0.978069,10,36.0391,4.69087,31.3482,15.6741,0,3.09596,7.41158,10
629,1.26,-31.3882,0.388098,-31.7763,-15.8882,-0,1.57573,-8.17294,-10,-4.94152,17.6984,-22.6399,-11.3199,-0,-46.9203,-1.00458,-10,36.3297,5.33288,30.9968,15.4984,0,-0.878379,7.47393,10
630,1.262,-31.5432,0.225813,-31.769,-15.8845,-0,0.0183236,-8.23649,-10,-5.09343,-1.00262,-4.09081,-2.0454,-0,46.3727,-1.03131,10,36.6366,5.78533,30.8513,15.4256,0,-0.363951,7.53578,10
631,1.264,-31.6728,-0.0583235,-31.6144,-15.8072,-0,0.386354,-8.29987,-10,-5.23591,17.6209,-22.8568,-11.4284,-0,-46.9149,-1.05826,-10,36.9087,5.91513,30.9935,15.4968,0,0.355687,7.59762,10
632,1.266,-31.7906,-0.0503117,-31.7402,-15.8701,-0,-0.314522,-8.36322,-10,-5.4067,-1.06682,-4.33988,-2.16994,-0,46.2922,-1.08546,10,37.1973,6.4736,30.7237,15.3618,0,-0.674707,7.65934,10
633,1.268,-31.8849,-0.223472,-31.6614,-15.8307,-0,0.197025,-8.42663,-10,-5.57094,17.5673,-23.1382,-11.5691,-0,-46.9958,-1.11293,-10,37.4558,6.98939,30.4665,15.2332,0,-0.642994,7.72053,10
634,1.27,-31.97,-0.279767,-31.6903,-15.8451,-0,-0.072113,-8.48998,-10,-5.76302,-1.11946,-4.64355,-2.32178,-0,46.2367,-1.14072,10,37.7331,8.04755,29.6855,14.8428,0,-1.95237,7.78068,10
635,1.272,-32.0299,-0.597025,-31.4329,-15.7164,-0,0.643546,-8.5531,-10,-5.94934,17.5054,-23.4548,-11.7274,-0,-47.028,-1.16881,-10,37.9792,8.95245,29.0268,14.5134,0,-1.64682,7.83939,10
636,1.274,-32.0776,-0.418464,-31.6591,-15.8296,-0,-0.565678,-8.61619,-10,-6.1628,-1.17777,-4.98503,-2.49251,-0,46.1743,-1.19725,10,38.2404,8.08829,30.1521,15.0761,0,2.81332,7.89857,10
637,1.276,-32.0838,-0.796421,-31.2874,-15.6437,-0,0.929359,-8.67914,-10,-6.38527,17.4603,-23.8456,-11.9228,-0,-47.1513,-1.22608,-10,38.4691,7.13112,31.338,15.669,0,2.96461,7.96006,10
638,1.278,-32.07,-0.824833,-31.2452,-15.6226,-0,0.105492,-8.74167,-10,-6.64411,-1.21351,-5.4306,-2.7153,-0,46.0374,-1.25536,10,38.7141,6.74592,31.9682,15.9841,0,1.57566,8.02337,10
639,1.28,-32.0263,-1.47304,-30.5533,-15.2766,-0,1.72977,-8.80347,-10,-6.90337,17.4304,-24.3338,-12.1669,-0,-47.2579,-1.28512,-10,38.9297,6.39384,32.5359,16.2679,0,1.4191,8.08787,10
640,1.282,-31.9686,-1.65642,-30.3122,-15.1561,-0,0.602742,-8.86434,-10,-7.19423,-1.23772,-5.95651,-2.97825,-0,45.9431,-1.31542,10,39.1628,6.03137,33.1315,16.5657,0,1.48903,8.15354,10
641,1.284,-31.8819,-1.78082,-30.1011,-15.0505,-0,0.5278,-8.92475,-10,-7.48699,17.4213,-24.9083,-12.4541,-0,-47.3794,-1.34628,-10,39.3689,5.30828,34.0606,17.0303,0,2.32282,8.22073,10
642,1.286,-31.7826,-1.90257,-29.88,-14.94,-0,0.552712,-8.98473,-10,-7.81427,-1.2396,-6.57467,-3.28733,-0,45.834,-1.37776,10,39.5968,5.17168,34.4251,17.2126,0,0.911365,8.28922,10
643,1.288,-31.6575,-2.34298,-29.3145,-14.6573,-0,1.4136,-9.04392,-10,-8.13973,17.448,-25.5877,-12.7939,-0,-47.5326,-1.40993,-10,39.7972,4.5756,35.2216,17.6108,0,1.99126,8.35887,10
644,1.29,-31.5291,-2.78735,-28.7417,-14.3709,-0,1.43207,-9.10198,-10,-8.50017,-1.1923,-7.30787,-3.65394,-0,45.6996,-1.44282,10,40.0292,4.76077,35.2685,17.6342,0,0.11704,8.42936,10
645,1.292,-31.3808,-3.1832,-28.1976,-14.0988,-0,1.36039,-9.15892,-10,-8.85731,17.4838,-26.3411,-13.1706,-0,-47.5831,-1.47647,-10,40.2381,4.35696,35.8811,17.9405,0,1.53158,8.50051,10
646,1.294,-31.2273,-3.71128,-27.516,-13.758,-0,1.70395,-9.21463,-10,-9.24485,-1.14972,-8.09513,-4.04756,-0,45.615,-1.51091,10,40.4721,4.40891,36.0632,18.0316,0,0.455237,8.57245,10
647,1.296,-31.0556,-4.52885,-26.5268,-13.2634,-0,2.473,-9.26868,-10,-9.63169,17.5383,-27.17,-13.585,-0,-47.6873,-1.54617,-10,40.6873,4.18529,36.502,18.251,0,1.09706,8.64501,10
648,1.298,-30.8856,-4.98955,-25.896,-12.948,-0,1.5769,-9.3211,-10,-10.0454,-1.08714,-8.95829,-4.47914,-0,45.5294,-1.5823,10,40.931,4.42625,36.5047,18.2524,0,0.00682329,8.71802,10
649,1.3,-30.6975,-5.19756,-25.5,-12.75,-0,0.990129,-9.3725,-10,-10.4593,17.5873,-28.0466,-14.0233,-0,-47.7209,-1.6193,-10,41.1568,3.88262,37.2742,18.6371,0,1.92369,8.7918,10
650,1.302,-30.4994,-5.68971,-24.8097,-12.4049,-0,1.72559,-9.42281,-10,-10.9057,-1.02581,-9.87991,-4.93996,-0,45.4168,-1.65723,10,41.4052,3.73584,37.6693,18.8347,0,0.98774,8.86674,10
651,1.304,-30.2859,-6.5028,-23.7831,-11.8915,-0,2.56662,-9.4714,-9.32492,-11.3556,17.6645,-29.0201,-14.51,-0,-47.8505,-1.69613,-10,41.6414,3.68959,37.9518,18.9759,0,0.706296,8.94236,10
652,1.306,-30.0734,-6.83785,-23.2355,-11.6178,-0,1.36883,-9.51842,-10,-11.8312,-0.945792,-10.8854,-5.44271,-0,45.3367,-1.73604,10,41.9046,4.37918,37.5254,18.7627,0,-1.066,9.01784,10
653,1.308,-29.8563,-7.59781,-22.2585,-11.1293,-0,2.44259,-9.56391,-8.68666,-12.3008,17.7453,-30.046,-15.023,-0,-47.9015,-1.77697,-10,42.1571,3.27578,38.8813,19.4407,0,3.38968,9.09425,10
654,1.31,-29.6225,-9.74626,-19.8763,-9.93813,-0,5.95565,-9.60605,-3.98248,-12.8104,6.70885,-19.5193,-9.75963,-0,26.3169,-1.82653,10,42.4329,1.48876,40.9442,20.4721,0,5.15715,9.17407,10
655,1.312,-29.4253,-7.92534,-21.4999,-10.75,-0,-4.05916,-9.64742,-10,-13.2872,25.3464,-38.6336,-19.3168,-0,-47.7857,-1.88469,-10,42.7125,3.55459,39.1579,19.5789,0,-4.46574,9.25418,10
656,1.314,-29.219,-8.97784,-20.2411,-10.1206,-0,3.14696,-9.68916,-6.9736,-13.7859,6.75722,-20.5431,-10.2716,-0,45.2261,-1.94386,10,43.0049,3.80759,39.1973,19.5986,0,0.0985719,9.33253,10
657,1.316,-29.0049,-8.53954,-20.4653,-10.2327,-0,-0.560481,-9.72987,-10,-14.2901,25.3861,-39.6762,-19.8381,-0,-47.8327,-2.00408,-10,43.295,5.06772,38.2272,19.1136,0,-2.42516,9.40996,10
658,1.318,-28.7861,-9.05984,-19.7262,-9.86311,-0,1.84777,-9.77006,-8.01534,-14.8053,6.77706,-21.5824,-10.7912,-0,45.2346,-2.06534,10,43.5914,5.22602,38.3654,19.1827,0,0.34535,9.48655,10
