step,timestamp,target[0],actual[0],error[0],P[0],I[0],D[0],integral[0],output[0],target[1],actual[1],error[1],P[1],I[1],D[1],integral[1],output[1]
1084,2.17,0,0.137167,-0.137167,-0,0,-0,0.5211,0,0,0.358756,-0.358756,-0,0,-0,0.249881,0
1085,2.172,0,0.148386,-0.148386,-0,0,-0,0.520815,0,0,0.364047,-0.364047,-0,0,-0,0.249158,0
1086,2.174,0,0.156621,-0.156621,-0,0,-0,0.52051,0,0,0.364044,-0.364044,-0,0,0,0.24843,0
1087,2.176,0,0.16571,-0.16571,-0,0,-0,0.520187,0,0,0.368373,-0.368373,-0,0,-0,0.247698,0
1088,2.178,0,0.172232,-0.172232,-0,0,-0,0.519849,0,0,0.367521,-0.367521,-0,0,0,0.246962,0
1089,2.18,0,0.179664,-0.179664,-0,0,-0,0.519497,0,0,0.37117,-0.37117,-0,0,-0,0.246223,0
1090,2.182,0,0.184883,-0.184883,-0,0,-0,0.519133,0,0,0.369698,-0.369698,-0,0,0,0.245482,0
1091,2.184,0,0.191022,-0.191022,-0,0,-0,0.518757,0,0,0.372871,-0.372871,-0,0,-0,0.24474,0
1092,2.186,0,0.195249,-0.195249,-0,0,-0,0.518371,0,0,0.370945,-0.370945,-0,0,0,0.243996,0
1093,2.188,0,0.200372,-0.200372,-0,0,-0,0.517975,0,0,0.373787,-0.373787,-0,0,-0,0.243251,0
1094,2.19,0,0.203847,-0.203847,-0,0,-0,0.517571,0,0,0.371524,-0.371524,-0,0,0,0.242506,0
1095,2.192,0,0.208168,-0.208168,-0,0,-0,0.517159,0,0,0.374139,-0.374139,-0,0,-0,0.24176,0
1096,2.194,0,0.211074,-0.211074,-0,0,-0,0.51674,0,0,0.371623,-0.371623,-0,0,0,0.241014,0
1097,2.196,0,0.214755,-0.214755,-0,0,-0,0.516314,0,0,0.374085,-0.374085,-0,0,-0,0.240269,0
1098,2.198,0,0.217233,-0.217233,-0,0,-0,0.515882,0,0,0.371376,-0.371376,-0,0,0,0.239523,0
1099,2.2,0,0.220399,-0.220399,-0,0,-0,0.515444,0,0,0.373736,-0.373736,-0,0,-0,0.238778,0
1100,2.202,0,0.222556,-0.222556,-0,0,-0,0.515001,0,0,0.370876,-0.370876,-0,0,0,0.238034,0
1101,2.204,0,0.225301,-0.225301,-0,0,-0,0.514553,0,0,0.373169,-0.373169,-0,0,-0,0.237289,0
1102,2.206,0,0.227218,-0.227218,-0,0,-0,0.514101,0,0,0.370189,-0.370189,-0,0,0,0.236546,0
1103,2.208,0,0.229617,-0.229617,-0,0,-0,0.513644,0,0,0.37244,-0.37244,-0,0,-0,0.235804,0
1104,2.21,0,0.231355,-0.231355,-0,0,-0,0.513183,0,0,0.36936,-0.36936,-0,0,0,0.235062,0
1105,2.212,0,0.233462,-0.233462,-0,0,-0,0.512718,0,0,0.371586,-0.371586,-0,0,-0,0.234321,0
1106,2.214,0,0.235069,-0.235069,-0,0,-0,0.51225,0,0,0.368419,-0.368419,-0,0,0,0.233581,0
1107,2.216,0,0.236927,-0.236927,-0,0,-0,0.511778,0,0,0.37063,-0.37063,-0,0,-0,0.232842,0
1108,2.218,0,0.238439,-0.238439,-0,0,-0,0.511302,0,0,0.367389,-0.367389,-0,0,0,0.232104,0
1109,2.22,0,0.240079,-0.240079,-0,0,-0,0.510824,0,0,0.369591,-0.369591,-0,0,-0,0.231367,0
1110,2.222,0,0.241678,-0.241678,-0,0,-0,0.510342,0,0,0.366432,-0.366432,-0,0,0,0.230631,0
1111,2.224,0,0.243125,-0.243125,-0,0,-0,0.509857,0,0,0.368628,-0.368628,-0,0,-0,0.229896,0
1112,2.226,0,0.244683,-0.244683,-0,0,-0,0.509369,0,0,0.365418,-0.365418,-0,0,0,0.229162,0
1113,2.228,0,0.245954,-0.245954,-0,0,-0,0.508879,0,0,0.367609,-0.367609,-0,0,-0,0.228429,0
1114,2.23,0,0.247475,-0.247475,-0,0,-0,0.508385,0,0,0.364341,-0.364341,-0,0,0,0.227697,0
1115,2.232,0,0.248585,-0.248585,-0,0,-0,0.507889,0,0,0.366527,-0.366527,-0,0,-0,0.226966,0
1116,2.234,0,0.250076,-0.250076,-0,0,-0,0.507391,0,0,0.363198,-0.363198,-0,0,0,0.226236,0
1117,2.236,0,0.251037,-0.251037,-0,0,-0,0.50689,0,0,0.365376,-0.365376,-0,0,-0,0.225507,0
1118,2.238,0,0.252505,-0.252505,-0,0,-0,0.506386,0,0,0.361986,-0.361986,-0,0,0,0.22478,0
1119,2.24,0,0.253326,-0.253326,-0,0,-0,0.50588,0,0,0.364154,-0.364154,-0,0,-0,0.224054,0
1120,2.242,0,0.254775,-0.254775,-0,0,-0,0.505372,0,0,0.360698,-0.360698,-0,0,0,0.223329,0
1121,2.244,0,0.255466,-0.255466,-0,0,-0,0.504862,0,0,0.362853,-0.362853,-0,0,-0,0.222606,0
1122,2.246,0,0.256899,-0.256899,-0,0,-0,0.504349,0,0,0.359327,-0.359327,-0,0,0,0.221883,0
1123,2.248,0,0.257467,-0.257467,-0,0,-0,0.503835,0,0,0.361464,-0.361464,-0,0,-0,0.221163,0
1124,2.25,0,0.258888,-0.258888,-0,0,-0,0.503319,0,0,0.357864,-0.357864,-0,0,0,0.220443,0
1125,2.252,0,0.259343,-0.259343,-0,0,-0,0.5028,0,0,0.359979,-0.359979,-0,0,-0,0.219725,0
1126,2.254,0,0.260754,-0.260754,-0,0,-0,0.50228,0,0,0.356296,-0.356296,-0,0,0,0.219009,0
1127,2.256,0,0.261108,-0.261108,-0,0,-0,0.501759,0,0,0.358384,-0.358384,-0,0,-0,0.218294,0
1128,2.258,0,0.262513,-0.262513,-0,0,-0,0.501235,0,0,0.354611,-0.354611,-0,0,0,0.217581,0
1129,2.26,0,0.26278,-0.26278,-0,0,-0,0.50071,0,0,0.356664,-0.356664,-0,0,-0,0.21687,0
1130,2.262,0,0.264184,-0.264184,-0,0,-0,0.500183,0,0,0.352789,-0.352789,-0,0,0,0.216161,0
1131,2.264,0,0.264382,-0.264382,-0,0,-0,0.499654,0,0,0.354801,-0.354801,-0,0,-0,0.215453,0
1132,2.266,0,0.265795,-0.265795,-0,0,-0,0.499124,0,0,0.350811,-0.350811,-0,0,0,0.214748,0
1133,2.268,0,0.265946,-0.265946,-0,0,-0,0.498592,0,0,0.352772,-0.352772,-0,0,-0,0.214044,0
1134,2.27,0,0.26736,-0.26736,-0,0,-0,0.498059,0,0,0.348748,-0.348748,-0,0,0,0.213342,0
1135,2.272,0,0.267497,-0.267497,-0,0,-0,0.497524,0,0,0.350633,-0.350633,-0,0,-0,0.212643,0
1136,2.274,0,0.268907,-0.268907,-0,0,-0,0.496988,0,0,0.346625,-0.346625,-0,0,0,0.211946,0
1137,2.276,0,0.269073,-0.269073,-0,0,-0,0.49645,0,0,0.348397,-0.348397,-0,0,-0,0.211251,0
1138,2.278,0,0.270489,-0.270489,-0,0,-0,0.49591,0,0,0.344387,-0.344387,-0,0,0,0.210558,0
1139,2.28,0,0.270741,-0.270741,-0,0,-0,0.495369,0,0,0.346007,-0.346007,-0,0,-0,0.209868,0
1140,2.282,0,0.272177,-0.272177,-0,0,-0,0.494826,0,0,0.341972,-0.341972,-0,0,0,0.20918,0
1141,2.284,0,0.272587,-0.272587,-0,0,-0,0.494281,0,0,0.343393,-0.343393,-0,0,-0,0.208494,0
1142,2.286,0,0.274067,-0.274067,-0,0,-0,0.493734,0,0,0.339296,-0.339296,-0,0,0,0.207812,0
1143,2.288,0,0.274728,-0.274728,-0,0,-0,0.493186,0,0,0.340463,-0.340463,-0,0,-0,0.207132,0
1144,2.29,0,0.276286,-0.276286,-0,0,-0,0.492635,0,0,0.336248,-0.336248,-0,0,0,0.206455,0
1145,2.292,0,0.277322,-0.277322,-0,0,-0,0.492081,0,0,0.337085,-0.337085,-0,0,-0,0.205782,0
1146,2.294,0,0.279013,-0.279013,-0,0,-0,0.491525,0,0,0.332663,-0.332663,-0,0,0,0.205112,0
1147,2.296,0,0.280584,-0.280584,-0,0,-0,0.490965,0,0,0.333069,-0.333069,-0,0,-0,0.204446,0
1148,2.298,0,0.282486,-0.282486,-0,0,-0,0.490402,0,0,0.328298,-0.328298,-0,0,0,0.203785,0
1149,2.3,0,0.284803,-0.284803,-0,0,-0,0.489835,0,0,0.328124,-0.328124,-0,0,0,0.203128,0
1150,2.302,0,0.28703,-0.28703,-0,0,-0,0.489263,0,0,0.322783,-0.322783,-0,0,0,0.202478,0
1151,2.304,0,0.290307,-0.290307,-0,0,-0,0.488686,0,0,0.321596,-0.321596,-0,0,0,0.201833,0
1152,2.306,0,0.293013,-0.293013,-0,0,-0,0.488102,0,0,0.315336,-0.315336,-0,0,0,0.201196,0
1153,2.308,0,0.29753,-0.29753,-0,0,-0,0.487512,0,0,0.312819,-0.312819,-0,0,0,0.200568,0
1154,2.31,0,0.300913,-0.300913,-0,0,-0,0.486913,0,0,0.305089,-0.305089,-0,0,0,0.19995,0
1155,2.312,0,0.307032,-0.307032,-0,0,-0,0.486305,0,0,0.30087,-0.30087,-0,0,0,0.199344,0
1156,2.314,0,0.311302,-0.311302,-0,0,-0,0.485687,0,0,0.290791,-0.290791,-0,0,0,0.198753,0
1157,2.316,0,0.319297,-0.319297,-0,0,-0,0.485056,0,0,0.284062,-0.284062,-0,0,0,0.198178,0
1158,2.318,0,0.32455,-0.32455,-0,0,-0,0.484413,0,0,0.270229,-0.270229,-0,0,0,0.197623,0
1159,2.32,0,0.33441,-0.33441,-0,0,-0,0.483754,0,0,0.25982,-0.25982,-0,0,0,0.197093,0
1160,2.322,0,0.340212,-0.340212,-0,0,-0,0.483079,0,0,0.240215,-0.240215,-0,0,0,0.196593,0
1161,2.324,0,0.351227,-0.351227,-0,0,-0,0.482388,0,0,0.224763,-0.224763,-0,0,0,0.196128,0
1162,2.326,0,0.355288,-0.355288,-0,0,-0,0.481681,0,0,0.1997,-0.1997,-0,0,0,0.195704,0
1163,2.328,0,0.36577,-0.36577,-0,0,-0,0.48096,0,0,0.178014,-0.178014,-0,0,0,0.195326,0
1164,2.33,0,0.365491,-0.365491,-0,0,0,0.480229,0,0,0.148702,-0.148702,-0,0,0,0.194999,0
1165,2.332,0,0.372931,-0.372931,-0,0,-0,0.47949,0,0,0.120989,-0.120989,-0,0,0,0.19473,0
1166,2.334,0,0.366502,-0.366502,-0,0,0,0.478751,0,0,0.0898508,-0.0898508,-0,0,0,0.194519,0
1167,2.336,0,0.368945,-0.368945,-0,0,-0,0.478015,0,0,0.0583196,-0.0583196,-0,0,0,0.194371,0
1168,2.338,0,0.360384,-0.360384,-0,0,0,0.477286,0,0,0.028092,-0.028092,-0,0,0,0.194284,0
1169,2.34,0,0.354127,-0.354127,-0,0,0,0.476572,0,0,-0.00295092,0.00295092,0,0,0,0.194259,0
1170,2.342,0,0.341032,-0.341032,-0,0,0,0.475876,0,0,-0.0307186,0.0307186,0,0,0,0.194293,0
1171,2.344,0,0.326319,-0.326319,-0,0,0,0.475209,0,0,-0.0565951,0.0565951,0,0,0,0.19438,0
1172,2.346,0,0.310501,-0.310501,-0,0,0,0.474572,0,0,-0.080314,0.080314,0,0,0,0.194517,0
1173,2.348,0,0.294024,-0.294024,-0,0,0,0.473968,0,0,-0.101771,0.101771,0,0,0,0.194699,0
1174,2.35,0,0.277252,-0.277252,-0,0,0,0.473396,0,0,-0.120972,0.120972,0,0,0,0.194922,0
1175,2.352,0,0.262688,-0.262688,-0,0,0,0.472857,0,0,-0.140274,0.140274,0,0,0,0.195183,0
1176,2.354,0,0.247543,-0.247543,-0,0,0,0.472346,0,0,-0.15832,0.15832,0,0,0,0.195482,0
1177,2.356,0,0.23807,-0.23807,-0,0,0,0.471861,0,0,-0.179676,0.179676,0,0,0,0.19582,0
1178,2.358,0,0.224943,-0.224943,-0,0,0,0.471398,0,0,-0.197713,0.197713,0,0,0,0.196197,0
1179,2.36,0,0.216143,-0.216143,-0,0,0,0.470957,0,0,-0.216798,0.216798,0,0,0,0.196612,0
1180,2.362,0,0.203667,-0.203667,-0,0,0,0.470537,0,0,-0.232013,0.232013,0,0,0,0.19706,0
1181,2.364,0,0.195363,-0.195363,-0,0,0,0.470138,0,0,-0.248924,0.248924,0,0,0,0.197541,0
1182,2.366,0,0.183666,-0.183666,-0,0,0,0.469759,0,0,-0.261713,0.261713,0,0,0,0.198052,0
1183,2.368,0,0.175879,-0.175879,-0,0,0,0.469399,0,0,-0.276839,0.276839,0,0,0,0.198591,0
1184,2.37,0,0.16622,-0.16622,-0,0,0,0.469057,0,0,-0.286719,0.286719,0,0,0,0.199154,0
1185,2.372,0,0.158749,-0.158749,-0,0,0,0.468732,0,0,-0.300505,0.300505,0,0,0,0.199741,0
1186,2.374,0,0.150893,-0.150893,-0,0,0,0.468422,0,0,-0.308045,0.308045,0,0,0,0.20035,0
1187,2.376,0,0.143572,-0.143572,-0,0,0,0.468128,0,0,-0.320844,0.320844,0,0,0,0.200979,0
1188,2.378,0,0.135181,-0.135181,-0,0,0,0.467849,0,0,-0.325827,0.325827,0,0,0,0.201625,0
1189,2.38,0,0.128145,-0.128145,-0,0,0,0.467586,0,0,-0.337708,0.337708,0,0,0,0.202289,0
1190,2.382,0,0.118425,-0.118425,-0,0,0,0.467339,0,0,-0.33413,0.33413,0,0,-0,0.202961,0
1191,2.384,0,0.111861,-0.111861,-0,0,0,0.467109,0,0,-0.345158,0.345158,0,0,0,0.20364,0
1192,2.386,0,0.103124,-0.103124,-0,0,0,0.466894,0,0,-0.340165,0.340165,0,0,-0,0.204325,0
1193,2.388,0,0.0968009,-0.0968009,-0,0,0,0.466694,0,0,-0.35047,0.35047,0,0,0,0.205016,0
1194,2.39,0,0.0888729,-0.0888729,-0,0,0,0.466508,0,0,-0.344865,0.344865,0,0,-0,0.205711,0
1195,2.392,0,0.0826231,-0.0826231,-0,0,0,0.466337,0,0,-0.354586,0.354586,0,0,0,0.206411,0
1196,2.394,0,0.0753601,-0.0753601,-0,0,0,0.466179,0,0,-0.348506,0.348506,0,0,-0,0.207114,0
1197,2.396,0,0.0690449,-0.0690449,-0,0,0,0.466035,0,0,-0.357734,0.357734,0,0,0,0.20782,0
1198,2.398,0,0.062333,-0.062333,-0,0,0,0.465903,0,0,-0.351281,0.351281,0,0,-0,0.208529,0
1199,2.4,0,0.0558382,-0.0558382,-0,0,0,0.465785,0,0,-0.360073,0.360073,0,0,0,0.209241,0
1200,2.402,0,0.0495874,-0.0495874,-0,0,0,0.46568,0,0,-0.353322,0.353322,0,0,-0,0.209954,0
1201,2.404,0,0.0428188,-0.0428188,-0,0,0,0.465587,0,0,-0.36171,0.36171,0,0,0,0.210669,0
1202,2.406,0,0.0369531,-0.0369531,-0,0,0,0.465507,0,0,-0.354739,0.354739,0,0,-0,0.211385,0
1203,2.408,0,0.0298323,-0.0298323,-0,0,0,0.465441,0,0,-0.362733,0.362733,0,0,0,0.212103,0
1204,2.41,0,0.0242943,-0.0242943,-0,0,0,0.465387,0,0,-0.355576,0.355576,0,0,-0,0.212821,0
1205,2.412,0,0.0168044,-0.0168044,-0,0,0,0.465345,0,0,-0.363178,0.363178,0,0,0,0.21354,0
1206,2.414,0,0.0115407,-0.0115407,-0,0,0,0.465317,0,0,-0.355858,0.355858,0,0,-0,0.214259,0
1207,2.416,0,0.00419262,-0.00419262,-0,0,0,0.465301,0,0,-0.36313,0.36313,0,0,0,0.214978,0
1208,2.418,0,-0.00091977,0.00091977,0,0,0,0.465298,0,0,-0.35565,0.35565,0,0,-0,0.215697,0
1209,2.42,0,-0.00819563,0.00819563,0,0,0,0.465307,0,0,-0.362587,0.362587,0,0,0,0.216415,0
1210,2.422,0,-0.0132613,0.0132613,0,0,0,0.465329,0,0,-0.354947,0.354947,0,0,-0,0.217133,0
1211,2.424,0,-0.0205208,0.0205208,0,0,0,0.465362,0,0,-0.361536,0.361536,0,0,0,0.217849,0
1212,2.426,0,-0.0256273,0.0256273,0,0,0,0.465409,0,0,-0.353727,0.353727,0,0,-0,0.218564,0
1213,2.428,0,-0.0329165,0.0329165,0,0,0,0.465467,0,0,-0.359943,0.359943,0,0,0,0.219278,0
1214,2.43,0,-0.038139,0.038139,0,0,0,0.465538,0,0,-0.351943,0.351943,0,0,-0,0.21999,0
1215,2.432,0,-0.045498,0.045498,0,0,0,0.465622,0,0,-0.357755,0.357755,0,0,0,0.2207,0
1216,2.434,0,-0.0509022,0.0509022,0,0,0,0.465718,0,0,-0.349533,0.349533,0,0,-0,0.221407,0
1217,2.436,0,-0.0583684,0.0583684,0,0,0,0.465827,0,0,-0.354897,0.354897,0,0,0,0.222111,0
1218,2.438,0,-0.0640116,0.0640116,0,0,0,0.46595,0,0,-0.346415,0.346415,0,0,-0,0.222813,0
1219,2.44,0,-0.0716216,0.0716216,0,0,0,0.466085,0,0,-0.351277,0.351277,0,0,0,0.22351,0
1220,2.442,0,-0.0775525,0.0775525,0,0,0,0.466235,0,0,-0.342482,0.342482,0,0,-0,0.224204,0
1221,2.444,0,-0.0853435,0.0853435,0,0,0,0.466398,0,0,-0.346775,0.346775,0,0,0,0.224893,0
1222,2.446,0,-0.0916008,0.0916008,0,0,0,0.466574,0,0,-0.337601,0.337601,0,0,-0,0.225578,0
1223,2.448,0,-0.0996104,0.0996104,0,0,0,0.466766,0,0,-0.341242,0.341242,0,0,0,0.226257,0
1224,2.45,0,-0.10622,0.10622,0,0,0,0.466972,0,0,-0.331611,0.331611,0,0,-0,0.226929,0
1225,2.452,0,-0.114485,0.114485,0,0,0,0.467192,0,0,-0.334497,0.334497,0,0,0,0.227596,0
1226,2.454,0,-0.121454,0.121454,0,0,0,0.467428,0,0,-0.324312,0.324312,0,0,-0,0.228254,0
1227,2.456,0,-0.130007,0.130007,0,0,0,0.46768,0,0,-0.326318,0.326318,0,0,0,0.228905,0
1228,2.458,0,-0.137317,0.137317,0,0,0,0.467947,0,0,-0.31547,0.31547,0,0,-0,0.229547,0
1229,2.46,0,-0.146181,0.146181,0,0,0,0.46823,0,0,-0.316445,0.316445,0,0,0,0.230179,0
1230,2.462,0,-0.153781,0.153781,0,0,0,0.46853,0,0,-0.304814,0.304814,0,0,-0,0.2308,0
1231,2.464,0,-0.162958,0.162958,0,0,0,0.468847,0,0,-0.304583,0.304583,0,0,-0,0.231409,0
1232,2.466,0,-0.17075,0.17075,0,0,0,0.469181,0,0,-0.292043,0.292043,0,0,-0,0.232006,0
1233,2.468,0,-0.180211,0.180211,0,0,0,0.469532,0,0,-0.290407,0.290407,0,0,-0,0.232588,0
1234,2.47,0,-0.188044,0.188044,0,0,0,0.4699,0,0,-0.276847,0.276847,0,0,-0,0.233156,0
1235,2.472,0,-0.197712,0.197712,0,0,0,0.470286,0,0,-0.273596,0.273596,0,0,-0,0.233706,0
1236,2.474,0,-0.205375,0.205375,0,0,0,0.470689,0,0,-0.258931,0.258931,0,0,-0,0.234239,0
1237,2.476,0,-0.215111,0.215111,0,0,0,0.471109,0,0,-0.25386,0.25386,0,0,-0,0.234751,0
1238,2.478,0,-0.222337,0.222337,0,0,0,0.471547,0,0,-0.238063,0.238063,0,0,-0,0.235243,0
1239,2.48,0,-0.23193,0.23193,0,0,0,0.472001,0,0,-0.231005,0.231005,0,0,-0,0.235712,0
1240,2.482,0,-0.238408,0.238408,0,0,0,0.472471,0,0,-0.21413,0.21413,0,0,-0,0.236158,0
1241,2.484,0,-0.247583,0.247583,0,0,0,0.472957,0,0,-0.204986,0.204986,0,0,-0,0.236577,0
1242,2.486,0,-0.252986,0.252986,0,0,0,0.473458,0,0,-0.18719,0.18719,0,0,-0,0.236969,0
1243,2.488,0,-0.261418,0.261418,0,0,0,0.473972,0,0,-0.175962,0.175962,0,0,-0,0.237332,0
1244,2.49,0,-0.265449,0.265449,0,0,0,0.474499,0,0,-0.157513,0.157513,0,0,-0,0.237665,0
1245,2.492,0,-0.272804,0.272804,0,0,0,0.475038,0,0,-0.144326,0.144326,0,0,-0,0.237967,0
1246,2.494,0,-0.275231,0.275231,0,0,0,0.475586,0,0,-0.125582,0.125582,0,0,-0,0.238237,0
1247,2.496,0,-0.2874,0.2874,0,0,0,0.476148,0,0,-0.104899,0.104899,0,0,-0,0.238468,0
1248,2.498,0,-0.283733,0.283733,0,0,-0,0.476719,0,0,-0.0866263,0.0866263,0,0,-0,0.238659,0
1249,2.5,0,-0.293452,0.293452,0,0,0,0.477297,0,0,-0.0660716,0.0660716,0,0,-0,0.238812,0
1250,2.502,0,-0.30202,0.30202,0,0,0,0.477892,0,0,-0.0457041,0.0457041,0,0,-0,0.238924,0
1251,2.504,0,-0.309565,0.309565,0,0,0,0.478504,0,0,-0.0257212,0.0257212,0,0,-0,0.238995,0
1252,2.506,0,-0.316231,0.316231,0,0,0,0.479129,0,0,-0.00629122,0.00629122,0,0,-0,0.239027,0
1253,2.508,0,-0.321685,0.321685,0,0,0,0.479767,0,0,0.0123438,-0.0123438,-0,0,-0,0.239021,0
1254,2.51,0,-0.321674,0.321674,0,0,-0,0.480411,0,0,0.0282312,-0.0282312,-0,0,-0,0.23898,0
1255,2.512,0,-0.326567,0.326567,0,0,0,0.481059,0,0,0.0453121,-0.0453121,-0,0,-0,0.238907,0
1256,2.514,0,-0.311186,0.311186,0,0,-0,0.481697,0,0,0.0525434,-0.0525434,-0,0,-0,0.238809,0
1257,2.516,0,-0.315611,0.315611,0,0,0,0.482323,0,0,0.0675209,-0.0675209,-0,0,-0,0.238689,0
1258,2.518,0,-0.29967,0.29967,0,0,-0,0.482939,0,0,0.0721893,-0.0721893,-0,0,-0,0.238549,0
1259,2.52,0,-0.304047,0.304047,0,0,0,0.483542,0,0,0.0849075,-0.0849075,-0,0,-0,0.238392,0
1260,2.522,0,-0.288074,0.288074,0,0,-0,0.484135,0,0,0.0876623,-0.0876623,-0,0,-0,0.23822,0
1261,2.524,0,-0.292593,0.292593,0,0,0,0.484715,0,0,0.0983716,-0.0983716,-0,0,-0,0.238034,0
1262,2.526,0,-0.27669,0.27669,0,0,-0,0.485285,0,0,0.0995561,-0.0995561,-0,0,-0,0.237836,0
1263,2.528,0,-0.281477,0.281477,0,0,0,0.485843,0,0,0.108482,-0.108482,-0,0,-0,0.237628,0
1264,2.53,0,-0.265689,0.265689,0,0,-0,0.48639,0,0,0.108365,-0.108365,-0,0,0,0.237411,0
1265,2.532,0,-0.270824,0.270824,0,0,0,0.486926,0,0,0.115702,-0.115702,-0,0,-0,0.237187,0
1266,2.534,0,-0.255177,0.255177,0,0,-0,0.487452,0,0,0.114499,-0.114499,-0,0,0,0.236957,0
1267,2.536,0,-0.260706,0.260706,0,0,0,0.487968,0,0,0.120405,-0.120405,-0,0,-0,0.236722,0
1268,2.538,0,-0.248742,0.248742,0,0,-0,0.488478,0,0,0.119413,-0.119413,-0,0,0,0.236482,0
1269,2.54,0,-0.254657,0.254657,0,0,0,0.488981,0,0,0.124102,-0.124102,-0,0,-0,0.236238,0
1270,2.542,0,-0.246912,0.246912,0,0,-0,0.489483,0,0,0.123651,-0.123651,-0,0,0,0.235991,0
1271,2.544,0,-0.253155,0.253155,0,0,0,0.489983,0,0,0.127374,-0.127374,-0,0,-0,0.23574,0
1272,2.546,0,-0.245813,0.245813,0,0,-0,0.490482,0,0,0.126452,-0.126452,-0,0,0,0.235486,0
1273,2.548,0,-0.25232,0.25232,0,0,0,0.49098,0,0,0.12939,-0.12939,-0,0,-0,0.23523,0
1274,2.55,0,-0.245068,0.245068,0,0,-0,0.491477,0,0,0.12807,-0.12807,-0,0,0,0.234972,0
1275,2.552,0,-0.251787,0.251787,0,0,0,0.491974,0,0,0.130356,-0.130356,-0,0,-0,0.234714,0
1276,2.554,0,-0.244575,0.244575,0,0,-0,0.49247,0,0,0.128749,-0.128749,-0,0,0,0.234455,0
1277,2.556,0,-0.251466,0.251466,0,0,0,0.492966,0,0,0.130486,-0.130486,-0,0,-0,0.234196,0
1278,2.558,0,-0.244267,0.244267,0,0,-0,0.493462,0,0,0.128677,-0.128677,-0,0,0,0.233936,0
1279,2.56,0,-0.251295,0.251295,0,0,0,0.493958,0,0,0.129946,-0.129946,-0,0,-0,0.233678,0
1280,2.562,0,-0.244089,0.244089,0,0,-0,0.494453,0,0,0.128004,-0.128004,-0,0,0,0.23342,0
1281,2.564,0,-0.251223,0.251223,0,0,0,0.494948,0,0,0.128877,-0.128877,-0,0,-0,0.233163,0
1282,2.566,0,-0.243988,0.243988,0,0,-0,0.495444,0,0,0.126871,-0.126871,-0,0,0,0.232907,0
1283,2.568,0,-0.251186,0.251186,0,0,0,0.495939,0,0,0.127441,-0.127441,-0,0,-0,0.232653,0
1284,2.57,0,-0.243878,0.243878,0,0,-0,0.496434,0,0,0.125497,-0.125497,-0,0,0,0.2324,0
1285,2.572,0,-0.251021,0.251021,0,0,0,0.496929,0,0,0.126012,-0.126012,-0,0,-0,0.232148,0
1286,2.574,0,-0.243355,0.243355,0,0,-0,0.497423,0,0,0.12482,-0.12482,-0,0,0,0.231898,0
1287,2.576,0,-0.207476,0.207476,0,0,-0,0.497874,0,0,0.108967,-0.108967,-0,0,0,0.231664,0
1288,2.578,0,-0.179308,0.179308,0,0,-0,0.498261,0,0,0.0947328,-0.0947328,-0,0,0,0.23146,0
1289,2.58,0,-0.155101,0.155101,0,0,-0,0.498595,0,0,0.0824216,-0.0824216,-0,0,0,0.231283,0
1290,2.582,0,-0.127687,0.127687,0,0,-0,0.498878,0,0,0.0702613,-0.0702613,-0,0,0,0.23113,0
1291,2.584,0,-0.110717,0.110717,0,0,-0,0.499116,0,0,0.061164,-0.061164,-0,0,0,0.230999,0
1292,2.586,0,-0.0961936,0.0961936,0,0,-0,0.499323,0,0,0.0532975,-0.0532975,-0,0,0,0.230884,0
1293,2.588,0,-0.0837811,0.0837811,0,0,-0,0.499503,0,0,0.0464949,-0.0464949,-0,0,0,0.230785,0
1294,2.59,0,-0.0731943,0.0731943,0,0,-0,0.49966,0,0,0.0406128,-0.0406128,-0,0,0,0.230698,0
1295,2.592,0,-0.0642684,0.0642684,0,0,-0,0.499798,0,0,0.0356452,-0.0356452,-0,0,0,0.230621,0
1296,2.594,0,-0.0561637,0.0561637,0,0,-0,0.499918,0,0,0.0309216,-0.0309216,-0,0,0,0.230555,0
1297,2.596,0,-0.0479572,0.0479572,0,0,-0,0.500022,0,0,0.0274666,-0.0274666,-0,0,0,0.230496,0
1298,2.598,0,-0.0436107,0.0436107,0,0,-0,0.500114,0,0,0.0268324,-0.0268324,-0,0,0,0.230442,0
1299,2.6,0,-0.0364004,0.0364004,0,0,-0,0.500194,0,0,0.023984,-0.023984,-0,0,0,0.230391,0
1300,2.602,0,-0.0248643,0.0248643,0,0,-0,0.500255,0,0,0.0227414,-0.0227414,-0,0,0,0.230344,0
1301,2.604,0,-0.0114422,0.0114422,0,0,-0,0.500291,0,0,0.0204566,-0.0204566,-0,0,0,0.230301,0
1302,2.606,0,-0.00145844,0.00145844,0,0,-0,0.500304,0,0,0.0208578,-0.0208578,-0,0,-0,0.23026,0
1303,2.608,0,0.0102233,-0.0102233,-0,0,-0,0.500296,0,0,0.0200795,-0.0200795,-0,0,0,0.230219,0
1304,2.61,0,0.0192529,-0.0192529,-0,0,-0,0.500266,0,0,0.0217998,-0.0217998,-0,0,-0,0.230177,0
1305,2.612,0,0.0292118,-0.0292118,-0,0,-0,0.500218,0,0,0.0228208,-0.0228208,-0,0,-0,0.230133,0
1306,2.614,0,0.035103,-0.035103,-0,0,-0,0.500153,0,0,0.0225703,-0.0225703,-0,0,0,0.230087,0
1307,2.616,0,0.0356126,-0.0356126,-0,0,-0,0.500083,0,0,0.0212336,-0.0212336,-0,0,0,0.230043,0
